sample_id,station_id,latitude,longitude,level_code,tara_nitrate_level,ebi_nitrate_level,darwin_nitrate_level,nitrate_level,tara_temperature,ebi_temperature,temperature,tara_salinity_level,ebi_salinity_level,salinity_level,tara_oxygen_level,ebi_oxygen_level,darwin_oxygen_level,oxygen_level,darwin_alkalinity
TARA_B010000923,TARA_201,74.3253,-85.9172,SRF,1.581400,,10.157342,1.581400,-1.624300,,-1.624300,30.854900,,30.854900,374.530300,,385.374880,374.530300,2176.284200
TARA_B010000983,TARA_180,74.8023,76.1478,SRF,0.000000,,13.792972,13.792972,-1.001800,,-1.001800,29.383500,,29.383500,368.143100,,373.814400,368.143100,2165.417700
TARA_B010001022,TARA_208,69.1136,-51.5086,SRF,1.679100,,0.000000,1.679100,3.211500,,3.211500,33.151300,,33.151300,303.026800,,0.000000,303.026800,0.000000
TARA_B010001075,TARA_209,64.7127,-53.0106,SRF,2.848800,,11.479458,2.848800,2.386300,,2.386300,32.815500,,32.815500,321.214900,,314.742980,321.214900,2199.857400
TARA_B010001087,TARA_209,64.7000,-52.9960,MES,9.379100,,,9.379100,4.264300,,4.264300,34.816900,,34.816900,271.875400,,,271.875400,
TARA_B100000031,TARA_036,20.8183,63.5047,SRF,0.000000,,14.471829,14.471829,25.511900,,25.511900,36.703500,,36.703500,0.000000,,210.309250,210.309250,1906.030600
TARA_B100000063,TARA_038,19.0351,64.5638,MES,15.196700,,,15.196700,22.980300,,22.980300,36.528600,,36.528600,49.502900,,,49.502900,
TARA_B100000103,TARA_039,18.7341,66.3896,MES,22.600000,,,22.600000,22.191300,,22.191300,36.253100,,36.253100,33.323100,,,33.323100,
TARA_B100000202,TARA_052,-16.9570,53.9801,SRF,0.000000,,11.756601,11.756601,27.883700,,27.883700,34.730500,,34.730500,192.347700,,202.874510,192.347700,1961.899200
TARA_B100000217,TARA_052,-16.9570,53.9801,SRF,0.000000,,11.756601,11.756601,27.883700,,27.883700,34.730500,,34.730500,192.347700,,202.874510,192.347700,1961.899200
TARA_B100000240,TARA_048,-9.3921,66.4228,SRF,-1.897600,,12.502214,-1.897600,29.818100,,29.818100,34.330400,,34.330400,187.009800,,199.672910,187.009800,1956.908300
TARA_B100000291,TARA_041,14.5536,70.0128,DCM,-0.349110,,13.993898,-0.349110,27.190500,,27.190500,36.676200,,36.676200,153.905000,,206.025850,153.905000,1911.543200
TARA_B100000447,TARA_070,-20.4075,-3.1641,MES,0.000000,,,,0.000000,,,0.000000,,,0.000000,,,,
TARA_B100000477,TARA_068,-31.0266,4.6650,SRF,0.000000,,13.263906,13.263906,16.807100,,16.807100,35.855200,,35.855200,231.924000,,246.665390,231.924000,1977.622600
TARA_B100000507,TARA_072,-8.7986,-17.9034,MES,34.250300,,,34.250300,4.094000,,4.094000,34.726700,,34.726700,159.136000,,,159.136000,
TARA_B100000577,TARA_111,-16.9601,-100.6335,SRF,2.302100,,8.000546,2.302100,22.769300,,22.769300,36.140600,,36.140600,208.944600,,214.996340,208.944600,2052.246800
TARA_B100000580,TARA_111,-16.9587,-100.6751,DCM,2.683500,,,2.683500,20.533600,,20.533600,35.911300,,35.911300,213.813300,,,213.813300,
TARA_B100000742,TARA_078,-30.1471,-43.2915,MES,34.550200,,,34.550200,3.598300,,3.598300,34.524900,,34.524900,196.350400,,,196.350400,
TARA_B100000890,TARA_100,-13.0023,-95.9759,SRF,4.735200,,6.029202,4.735200,25.252300,,25.252300,36.004400,,36.004400,200.797000,,209.313140,200.797000,2013.926800
TARA_B100001118,TARA_122,-8.9971,-139.1963,SRF,4.586500,,5.200557,4.586500,26.545200,,26.545200,35.533300,,35.533300,185.445100,,202.331470,185.445100,1993.485600
TARA_B100001289,TARA_137,14.2035,-116.6261,SRF,3.441600,,3.500513,3.441600,26.411000,,26.411000,34.044900,,34.044900,195.129200,,206.626360,195.129200,1923.477200
TARA_B110000220,TARA_178,77.2571,73.2016,SRF,0.000000,,14.540370,14.540370,1.496400,,1.496400,34.475200,,34.475200,347.473700,,363.899780,347.473700,2180.143000
TARA_B110000287,TARA_191,71.5955,160.9383,SRF,0.000000,,8.950101,8.950101,0.000000,,,0.000000,,,0.000000,,358.664520,358.664520,2147.765100
TARA_B110000485,TARA_206,70.9574,-53.5989,SRF,3.826500,,7.599552,3.826500,1.545800,,1.545800,32.268000,,32.268000,329.473900,,344.497070,329.473900,2174.773400
TARA_B110000507,TARA_180,74.8024,76.1503,ZZZ,0.000000,,14.246544,14.246544,-1.772300,,-1.772300,33.908200,,33.908200,315.549700,,377.360000,315.549700,2170.204000
TARA_B110000912,TARA_201,74.3050,-85.6552,MES,3.102000,,,3.102000,-0.565620,,-0.565620,32.879800,,32.879800,286.773100,,,286.773100,
TARA_E100000400,TARA_025,39.4085,19.3807,SRF,0.000000,,13.616570,13.616570,18.420600,,18.420600,38.375500,,38.375500,217.156800,,225.910190,217.156800,2196.083500
TARA_E200002800,TARA_022,39.8386,17.4155,SRF,0.000000,,13.490920,13.490920,16.893100,,16.893100,37.903700,,37.903700,222.406500,,227.152830,222.406500,2201.707300
TARA_E200003200,TARA_022,39.8386,17.4155,SRF,0.000000,,13.490920,13.490920,16.893100,,16.893100,37.903700,,37.903700,222.406500,,227.152830,222.406500,2201.707300
TARA_E200003600b,TARA_022,39.8386,17.4155,SRF,0.000000,,13.490920,13.490920,16.893100,,16.893100,37.903700,,37.903700,222.406500,,227.152830,222.406500,2201.707300
TARA_E500000019,TARA_023,42.1735,17.7252,DCM,0.000000,,12.568941,12.568941,15.442500,,15.442500,38.628000,,38.628000,223.442700,,251.593050,223.442700,2235.967800
TARA_E500000132,TARA_023,42.1735,17.7252,DCM,0.000000,,12.568941,12.568941,15.442500,,15.442500,38.628000,,38.628000,223.442700,,251.593050,223.442700,2235.967800
TARA_E500000207,TARA_025,39.3991,19.3997,DCM,0.000000,,13.526254,13.526254,15.394300,,15.394300,38.619100,,38.619100,240.079800,,235.739490,240.079800,2200.590800
TARA_E500000212,TARA_022,39.8386,17.4155,SRF,0.000000,,13.490920,13.490920,16.893100,,16.893100,37.903700,,37.903700,222.406500,,227.152830,222.406500,2201.707300
TARA_E500000242,TARA_025,39.3888,19.3905,SRF,0.000000,,13.616570,13.616570,18.344200,,18.344200,38.363900,,38.363900,218.153100,,225.910190,218.153100,2196.083500
TARA_E500000314,TARA_025,39.3991,19.3997,DCM,0.000000,,13.526254,13.526254,15.394300,,15.394300,38.619100,,38.619100,240.079800,,235.739490,240.079800,2200.590800
TARA_E500000320,TARA_025,39.3888,19.3905,SRF,0.000000,,13.616570,13.616570,18.344200,,18.344200,38.363900,,38.363900,218.153100,,225.910190,218.153100,2196.083500
TARA_E500000337,TARA_025,39.3888,19.3905,SRF,0.000000,,13.616570,13.616570,18.344200,,18.344200,38.363900,,38.363900,218.153100,,225.910190,218.153100,2196.083500
TARA_G000000002,TARA_036,20.8183,63.5047,SRF,0.000000,,14.471829,14.471829,25.511900,,25.511900,36.703500,,36.703500,0.000000,,210.309250,210.309250,1906.030600
TARA_G000000053,TARA_042,5.9998,73.9067,DCM,-0.616680,,,-0.616680,28.386500,,28.386500,35.195700,,35.195700,161.110200,,,161.110200,
TARA_G000000278,TARA_038,19.0393,64.4913,SRF,0.891260,,14.481865,0.891260,26.223500,,26.223500,36.790500,,36.790500,199.803600,,208.202560,199.803600,1906.783000
TARA_G000000314,TARA_034,18.3967,39.8750,SRF,0.051463,,17.985404,0.051463,27.611000,,27.611000,38.829000,,38.829000,184.244500,,198.869860,184.244500,1982.632000
TARA_G000000755,TARA_137,14.2025,-116.6433,MES,6.814900,,,6.814900,20.337400,,20.337400,34.554600,,34.554600,117.594800,,,117.594800,
TARA_G000000756,TARA_137,14.2025,-116.6433,MES,6.814900,,,6.814900,20.337400,,20.337400,34.554600,,34.554600,117.594800,,,117.594800,
TARA_G000000792,TARA_138,6.3356,-103.0399,DCM,10.422500,,13.605290,10.422500,21.720800,,21.720800,34.694100,,34.694100,125.579900,,162.132260,125.579900,2073.803700
TARA_G000000923,TARA_064,-29.5019,37.9889,SRF,0.000000,,12.021952,12.021952,22.173500,,22.173500,35.501800,,35.501800,209.574500,,223.520480,209.574500,1972.040300
TARA_G000000925,TARA_064,-29.5333,37.9117,DCM,-0.342970,,12.088309,-0.342970,22.234800,,22.234800,35.500600,,35.500600,208.144400,,223.785250,208.144400,1972.431200
TARA_G000001778,TARA_122,-8.9971,-139.1963,SRF,4.586500,,5.200557,4.586500,26.545200,,26.545200,35.533300,,35.533300,185.445100,,202.331470,185.445100,1993.485600
TARA_G000001791,TARA_122,-8.9676,-139.3566,DCM,7.421600,,,7.421600,26.209400,,26.209400,35.852000,,35.852000,178.464400,,,178.464400,
TARA_G000001864,TARA_124,-9.0714,-140.5973,MIX,6.187300,,,6.187300,26.464300,,26.464300,35.557200,,35.557200,184.063800,,,184.063800,
TARA_G000001937,TARA_068,-31.0266,4.6650,SRF,0.000000,,13.263906,13.263906,16.807100,,16.807100,35.855200,,35.855200,231.924000,,246.665390,231.924000,1977.622600
TARA_G000001966,TARA_072,-8.7296,-17.9604,DCM,0.190990,,,0.190990,23.819200,,23.819200,36.858600,,36.858600,196.488500,,,196.488500,
TARA_G000001974,TARA_070,-20.4107,-3.1775,SRF,1.138700,,14.491161,1.138700,19.820700,,19.820700,36.545200,,36.545200,215.639100,,232.221660,215.639100,1937.420800
TARA_G000002050,TARA_102,-5.2610,-85.1678,MES,16.713400,,,16.713400,19.724300,,19.724300,34.996700,,34.996700,114.299500,,,114.299500,
TARA_G000002096,TARA_111,-16.9486,-100.6715,MES,18.913500,,,18.913500,12.748900,,12.748900,34.830900,,34.830900,54.316500,,,54.316500,
TARA_G000002266,TARA_085,-62.0385,-49.5290,SRF,27.541100,,27.681724,27.541100,0.668250,,0.668250,34.521500,,34.521500,343.733300,,365.500600,343.733300,2343.572300
TARA_G000002375,TARA_100,-13.3194,-96.4768,SRF,0.000000,,5.983998,5.983998,0.000000,,,0.000000,,,0.000000,,209.315190,209.315190,2013.014500
TARA_G000002380,TARA_100,-12.9584,-96.0524,SRF,0.000000,,5.749575,5.749575,0.000000,,,0.000000,,,0.000000,,208.396970,208.396970,2010.767500
TARA_G000002492,TARA_078,-30.2163,-43.2750,SRF,-0.215500,,13.948180,-0.215500,19.871600,,19.871600,36.489500,,36.489500,222.233700,,226.353320,222.233700,1973.025600
TARA_G100000079,TARA_042,5.9997,73.9015,DCM,-0.616680,,,-0.616680,28.386500,,28.386500,35.195700,,35.195700,161.110200,,,161.110200,
TARA_G100000102,TARA_042,5.9996,73.8994,DCM,-0.616680,,,-0.616680,28.386500,,28.386500,35.195700,,35.195700,161.110200,,,161.110200,
TARA_G100000154,TARA_042,6.0001,73.8955,SRF,-1.780900,,14.227695,-1.780900,29.978200,,29.978200,34.724900,,34.724900,188.904600,,196.882920,188.904600,1928.635600
TARA_G100000169,TARA_042,5.9994,73.8978,DCM,-0.616680,,,-0.616680,28.386500,,28.386500,35.195700,,35.195700,161.110200,,,161.110200,
TARA_G100000216,TARA_041,14.5741,69.9988,SRF,-1.521100,,13.950170,-1.521100,29.093900,,29.093900,36.243000,,36.243000,187.423800,,198.948650,187.423800,1927.399700
TARA_G100000466,TARA_039,18.5918,66.6220,SRF,-0.860450,,14.196328,-0.860450,26.801500,,26.801500,36.457000,,36.457000,194.021100,,205.054870,194.021100,1905.315100
TARA_G100000501,TARA_038,19.0258,64.6227,DCM,1.081000,,14.591483,1.081000,25.777700,,25.777700,0.000000,,,146.548700,,208.617860,146.548700,1903.776500
TARA_G100000515,TARA_038,19.0258,64.6227,DCM,1.081000,,,1.081000,25.777700,,25.777700,0.000000,,,146.548700,,,146.548700,
TARA_G100000522,TARA_038,19.0351,64.5638,MES,15.196700,,,15.196700,22.980300,,22.980300,36.528600,,36.528600,49.502900,,,49.502900,
TARA_G100000565,TARA_038,19.0393,64.4913,SRF,0.891260,,14.481865,0.891260,26.223500,,26.223500,36.790500,,36.790500,199.803600,,208.202560,199.803600,1906.783000
TARA_G100000570,TARA_038,19.0284,64.5126,DCM,1.081000,,14.591483,1.081000,25.777700,,25.777700,0.000000,,,146.548700,,208.617860,146.548700,1903.776500
TARA_G100000571,TARA_038,19.0393,64.4913,SRF,0.891260,,14.481865,0.891260,26.223500,,26.223500,36.790500,,36.790500,199.803600,,208.202560,199.803600,1906.783000
TARA_G100000601,TARA_038,19.0235,64.5256,DCM,1.081000,,14.591483,1.081000,25.777700,,25.777700,0.000000,,,146.548700,,208.617860,146.548700,1903.776500
TARA_G100000606,TARA_038,19.0393,64.4913,SRF,0.891260,,14.481865,0.891260,26.223500,,26.223500,36.790500,,36.790500,199.803600,,208.202560,199.803600,1906.783000
TARA_G100000636,TARA_038,19.0393,64.4913,SRF,0.891260,,14.481865,0.891260,26.223500,,26.223500,36.790500,,36.790500,199.803600,,208.202560,199.803600,1906.783000
TARA_G100000651,TARA_037,20.8457,63.5851,MES,21.888400,,,21.888400,22.623200,,22.623200,36.522200,,36.522200,47.720700,,,47.720700,
TARA_G100000653,TARA_037,20.8457,63.5851,MES,21.888400,,,21.888400,22.623200,,22.623200,36.522200,,36.522200,47.720700,,,47.720700,
TARA_G100000781,TARA_036,20.8215,63.5120,SRF,0.219890,,14.471829,0.219890,25.585400,,25.585400,36.703400,,36.703400,212.020900,,210.309250,212.020900,1906.030600
TARA_G100000795,TARA_036,20.8070,63.5130,DCM,0.290250,,14.650962,0.290250,24.998400,,24.998400,36.695500,,36.695500,192.992700,,211.743320,192.992700,1903.733900
TARA_G100000924,TARA_034,18.3967,39.8767,SRF,0.051463,,17.985404,0.051463,27.611000,,27.611000,38.829000,,38.829000,184.244500,,198.869860,184.244500,1982.632000
TARA_G100000931,TARA_034,18.4917,39.8583,DCM,-0.392680,,19.367791,-0.392680,27.671300,,27.671300,38.815900,,38.815900,183.759200,,191.851750,183.759200,1990.571700
TARA_G100000955,TARA_034,18.4917,39.8583,DCM,-0.392680,,19.367791,-0.392680,27.671300,,27.671300,38.815900,,38.815900,183.759200,,191.851750,183.759200,1990.571700
TARA_G100000973,TARA_034,18.3967,39.8750,SRF,0.051463,,17.985404,0.051463,27.611000,,27.611000,38.829000,,38.829000,184.244500,,198.869860,184.244500,1982.632000
TARA_G100001118,TARA_046,-0.6625,73.1610,SRF,0.358050,,13.803932,0.358050,30.120900,,30.120900,35.277400,,35.277400,184.874900,,197.496320,184.874900,1954.356900
TARA_G100001365,TARA_058,-17.3189,42.2853,DCM,0.820270,,11.530273,0.820270,24.986000,,24.986000,35.324200,,35.324200,180.299600,,212.838130,180.299600,1964.360800
TARA_G100001409,TARA_052,-16.9539,54.0073,SRF,0.531700,,11.929736,0.531700,27.910800,,27.910800,34.667300,,34.667300,191.167100,,203.077470,191.167100,1961.221400
TARA_G100001473,TARA_052,-16.9534,53.9601,DCM,0.531700,,,0.531700,27.051100,,27.051100,34.958700,,34.958700,192.391200,,,192.391200,
TARA_G100001490,TARA_052,-16.9672,53.9337,SRF,0.000000,,11.756601,11.756601,27.883700,,27.883700,34.730500,,34.730500,192.347700,,202.874510,192.347700,1961.899200
TARA_G100001498,TARA_052,-16.9530,53.9825,DCM,0.531700,,,0.531700,25.823800,,25.823800,35.037500,,35.037500,192.789600,,,192.789600,
TARA_G100001509,TARA_052,-16.9672,53.9337,SRF,0.000000,,11.756601,11.756601,27.883700,,27.883700,34.730500,,34.730500,192.347700,,202.874510,192.347700,1961.899200
TARA_G100001534,TARA_046,-0.6623,73.1629,SRF,0.358050,,13.803932,0.358050,30.120900,,30.120900,35.277400,,35.277400,184.874900,,197.496320,184.874900,1954.356900
TARA_G100001547,TARA_048,-9.4233,66.2314,SRF,-0.346660,,12.502214,-0.346660,29.795800,,29.795800,34.364200,,34.364200,187.447900,,199.672910,187.447900,1956.908300
TARA_G100001980,TARA_066,-34.9449,17.9189,SRF,2.384800,,14.088745,2.384800,15.028500,,15.028500,35.489900,,35.489900,238.929900,,242.565550,238.929900,1994.753800
TARA_G100002030,TARA_066,-34.8986,18.0300,SRF,0.000000,,14.045226,14.045226,15.022900,,15.022900,0.000000,,,240.121100,,242.602920,240.121100,1995.493700
TARA_G100002079,TARA_070,-20.4091,-3.1759,SRF,0.297120,,14.491161,0.297120,19.777800,,19.777800,36.547700,,36.547700,215.371100,,232.221660,215.371100,1937.420800
TARA_G100002124,TARA_070,-20.3943,-3.2085,SRF,0.297120,,14.491161,0.297120,19.777800,,19.777800,36.547700,,36.547700,215.371100,,232.221660,215.371100,1937.420800
TARA_G100002295,TARA_070,-20.3862,-3.2042,MES,6.620900,,,6.620900,16.614600,,16.614600,35.897200,,35.897200,175.027700,,,175.027700,
TARA_G100002348,TARA_068,-31.0198,4.6685,MES,0.000000,,,,0.000000,,,0.000000,,,0.000000,,,,
TARA_G100002399,TARA_068,-31.0551,4.6680,SRF,1.615400,,13.263906,1.615400,16.811000,,16.811000,35.852500,,35.852500,234.412400,,246.665390,234.412400,1977.622600
TARA_G100002419,TARA_068,-31.0536,4.6742,SRF,1.615400,,13.263906,1.615400,16.811000,,16.811000,35.852500,,35.852500,234.412400,,246.665390,234.412400,1977.622600
TARA_G100002435,TARA_067,-32.2188,17.7054,SRF,0.910270,,13.116124,0.910270,12.830200,,12.830200,35.009600,,35.009600,248.259100,,253.205000,248.259100,2012.607800
TARA_G100002436,TARA_067,-32.2188,17.7054,SRF,0.910270,,13.116124,0.910270,12.830200,,12.830200,35.009600,,35.009600,248.259100,,253.205000,248.259100,2012.607800
TARA_G100002437,TARA_068,-31.0292,4.6742,DCM,0.000000,,13.341141,13.341141,16.786700,,16.786700,35.856300,,35.856300,232.106800,,246.083240,232.106800,1977.899000
TARA_G100002480,TARA_067,-32.1200,17.6987,SRF,1.288400,,13.116124,1.288400,12.712000,,12.712000,35.012900,,35.012900,241.765700,,253.205000,241.765700,2012.607800
TARA_G100002500,TARA_067,-32.1200,17.6987,SRF,1.288400,,13.116124,1.288400,12.712000,,12.712000,35.012900,,35.012900,241.765700,,253.205000,241.765700,2012.607800
TARA_G100002509,TARA_068,-31.0270,4.6802,DCM,0.000000,,13.341141,13.341141,16.786700,,16.786700,35.856300,,35.856300,232.106800,,246.083240,232.106800,1977.899000
TARA_G100002532,TARA_068,-31.0616,4.6617,DCM,1.566600,,13.311264,1.566600,16.754000,,16.754000,35.853200,,35.853200,233.734500,,246.366200,233.734500,1977.768800
TARA_G100002605,TARA_064,-29.4964,37.9974,DCM,-0.342970,,11.994243,-0.342970,22.223500,,22.223500,35.500800,,35.500800,208.223000,,222.919280,208.223000,1971.936900
TARA_G100002654,TARA_065,-35.2421,26.3048,DCM,0.000000,,12.810086,12.810086,21.814400,,21.814400,0.000000,,,206.402000,,228.376770,206.402000,1973.263900
TARA_G100002666,TARA_065,-35.1728,26.2868,SRF,0.000000,,12.802575,12.802575,21.819700,,21.819700,35.613900,,35.613900,206.206200,,228.414050,206.206200,1973.179300
TARA_G100002737,TARA_058,-17.3066,42.2853,DCM,0.820270,,,0.820270,24.986000,,24.986000,35.324200,,35.324200,180.299600,,,180.299600,
TARA_G100002845,TARA_064,-29.5019,37.9889,SRF,0.000000,,12.021952,12.021952,22.173500,,22.173500,35.501800,,35.501800,209.574500,,223.520480,209.574500,1972.040300
TARA_G100002852,TARA_064,-29.5019,37.9889,SRF,0.000000,,12.021952,12.021952,22.173500,,22.173500,35.501800,,35.501800,209.574500,,223.520480,209.574500,1972.040300
TARA_G100002878,TARA_062,-22.3368,40.3412,SRF,-0.342970,,11.755020,-0.342970,25.083400,,25.083400,35.491500,,35.491500,199.614300,,212.853600,199.614300,1967.207900
TARA_G100002889,TARA_062,-22.3368,40.3412,SRF,-0.342970,,11.755020,-0.342970,25.083400,,25.083400,35.491500,,35.491500,199.614300,,212.853600,199.614300,1967.207900
TARA_G100002981,TARA_072,-8.6831,-18.0095,DCM,0.190990,,,0.190990,23.819200,,23.819200,36.858600,,36.858600,196.488500,,,196.488500,
TARA_G100003056,TARA_072,-8.6831,-18.0095,DCM,0.190990,,,0.190990,23.819200,,23.819200,36.858600,,36.858600,196.488500,,,196.488500,
TARA_G100003112,TARA_076,-21.0292,-35.3498,DCM,0.512830,,,0.512830,22.178300,,22.178300,37.030600,,37.030600,203.754200,,,203.754200,
TARA_G100003120,TARA_076,-21.0292,-35.3498,DCM,0.512830,,,0.512830,22.178300,,22.178300,37.030600,,37.030600,203.754200,,,203.754200,
TARA_G100003125,TARA_076,-21.0920,-35.4170,DCM,0.950210,,,0.950210,22.211100,,22.211100,37.043000,,37.043000,204.371300,,,204.371300,
TARA_G100003131,TARA_076,-20.9724,-35.2724,SRF,0.030608,,12.688213,0.030608,23.356200,,23.356200,37.259300,,37.259300,206.037200,,212.381840,206.037200,1973.518100
TARA_G100003192,TARA_076,-21.0716,-35.3964,DCM,0.950210,,,0.950210,22.211100,,22.211100,37.043000,,37.043000,204.371300,,,204.371300,
TARA_G100003220,TARA_076,-20.9315,-35.1794,MES,34.739000,,,34.739000,3.837400,,3.837400,34.575200,,34.575200,184.865500,,,184.865500,
TARA_G100003230,TARA_076,-20.9406,-35.1960,SRF,0.030608,,12.688213,0.030608,23.352700,,23.352700,37.276700,,37.276700,205.993400,,212.381840,205.993400,1973.518100
TARA_G100003248,TARA_076,-20.9990,-35.3216,DCM,0.030608,,,0.030608,22.062900,,22.062900,37.005500,,37.005500,205.535400,,,205.535400,
TARA_G100003331,TARA_076,-20.9514,-35.2273,SRF,0.030608,,12.688213,0.030608,23.352700,,23.352700,37.276700,,37.276700,205.993400,,212.381840,205.993400,1973.518100
TARA_G100003352,TARA_076,-21.0920,-35.4170,DCM,0.950210,,,0.950210,22.211100,,22.211100,37.043000,,37.043000,204.371300,,,204.371300,
TARA_G100003360,TARA_078,-30.1551,-43.2595,DCM,-0.790780,,,-0.790780,19.370100,,19.370100,36.457500,,36.457500,218.844100,,,218.844100,
TARA_G100003606,TARA_082,-47.2007,-57.9446,DCM,17.587700,,19.227239,17.587700,6.978300,,6.978300,34.218900,,34.218900,306.406600,,308.039520,306.406600,2266.496300
TARA_G100004201,TARA_085,-62.0773,-49.4534,SRF,27.541100,,27.616480,27.541100,0.668250,,0.668250,34.521500,,34.521500,343.733300,,365.080000,343.733300,2343.294200
TARA_G100004204,TARA_085,-62.0773,-49.4534,SRF,27.541100,,27.616480,27.541100,0.668250,,0.668250,34.521500,,34.521500,343.733300,,365.080000,343.733300,2343.294200
TARA_G100004228,TARA_085,-62.2024,-49.2382,DCM,29.855700,,,29.855700,0.302450,,0.302450,34.525300,,34.525300,348.647100,,,348.647100,
TARA_G100004897,TARA_084,-60.3046,-60.5715,SRF,24.595100,,23.275087,24.595100,1.836100,,1.836100,33.882100,,33.882100,338.392200,,343.637330,338.392200,2321.467000
TARA_G100004901,TARA_084,-60.3046,-60.5715,SRF,24.595100,,23.275087,24.595100,1.836100,,1.836100,33.882100,,33.882100,338.392200,,343.637330,338.392200,2321.467000
TARA_G100006180,TARA_138,6.3356,-103.0399,DCM,10.422500,,13.605290,10.422500,21.720800,,21.720800,34.694100,,34.694100,125.579900,,162.132260,125.579900,2073.803700
TARA_G100006213,TARA_138,6.3378,-102.9538,DCM,7.673200,,14.658865,7.673200,21.793000,,21.793000,34.709400,,34.709400,111.125100,,153.758200,111.125100,2088.100300
TARA_G100007156,TARA_137,14.1853,-116.6842,SRF,3.077400,,3.500513,3.077400,26.416000,,26.416000,34.026500,,34.026500,195.536300,,206.626360,195.536300,1923.477200
TARA_G100007180,TARA_137,14.1927,-116.6474,SRF,3.077400,,3.500513,3.077400,26.416000,,26.416000,34.026500,,34.026500,195.536300,,206.626360,195.536300,1923.477200
TARA_G100007194,TARA_137,14.1927,-116.6474,SRF,3.077400,,3.500513,3.077400,26.416000,,26.416000,34.026500,,34.026500,195.536300,,206.626360,195.536300,1923.477200
TARA_G100007310,TARA_137,14.1749,-116.7071,SRF,3.077400,,3.500513,3.077400,26.416000,,26.416000,34.026500,,34.026500,195.536300,,206.626360,195.536300,1923.477200
TARA_G100007322,TARA_137,14.1747,-116.7038,DCM,4.507700,,,4.507700,23.710400,,23.710400,34.429000,,34.429000,160.419500,,,160.419500,
TARA_G100007435,TARA_138,6.3306,-102.9531,SRF,0.353410,,2.672438,0.353410,26.684900,,26.684900,33.659100,,33.659100,197.046200,,206.380480,197.046200,1926.605700
TARA_G100008658,TARA_125,-8.8818,-142.6111,MIX,5.814900,,,5.814900,26.790900,,26.790900,35.591200,,35.591200,183.528100,,,183.528100,
TARA_G100008739,TARA_109,2.0422,-84.5700,SRF,0.724910,,5.471205,0.724910,27.884500,,27.884500,33.331600,,33.331600,199.702600,,209.932920,199.702600,1967.705100
TARA_G100008770,TARA_109,2.0218,-84.5652,DCM,5.101200,,14.341127,5.101200,25.529100,,25.529100,34.725800,,34.725800,199.104500,,164.501050,199.104500,2111.641000
TARA_G100008774,TARA_109,1.9958,-84.5760,SRF,1.085500,,5.776020,1.085500,27.629400,,27.629400,33.539200,,33.539200,199.588800,,211.170720,199.588800,1985.589600
TARA_G100008813,TARA_109,2.0029,-84.5774,DCM,5.101200,,14.341127,5.101200,25.529100,,25.529100,34.725800,,34.725800,199.104500,,164.501050,199.104500,2111.641000
TARA_G100008828,TARA_109,2.0218,-84.5652,DCM,5.101200,,14.341127,5.101200,25.529100,,25.529100,34.725800,,34.725800,199.104500,,164.501050,199.104500,2111.641000
TARA_G100009448,TARA_100,-12.9119,-96.1101,DCM,1.185500,,8.249334,1.185500,19.972700,,19.972700,35.636800,,35.636800,224.408400,,223.316390,224.408400,2042.135500
TARA_G100009550,TARA_102,-5.2697,-85.2287,DCM,14.209800,,16.996540,14.209800,21.440500,,21.440500,35.042900,,35.042900,131.412500,,153.945950,131.412500,2138.199000
TARA_G100009599,TARA_102,-5.2669,-85.2732,DCM,14.209800,,16.996540,14.209800,21.440500,,21.440500,35.042900,,35.042900,131.412500,,153.945950,131.412500,2138.199000
TARA_G100009624,TARA_102,-5.2669,-85.2732,DCM,14.209800,,16.996540,14.209800,21.440500,,21.440500,35.042900,,35.042900,131.412500,,153.945950,131.412500,2138.199000
TARA_G100009633,TARA_102,-5.2514,-85.1696,SRF,10.958600,,6.780498,10.958600,24.711900,,24.711900,34.910000,,34.910000,206.609400,,214.054870,206.609400,2086.256300
TARA_G100009645,TARA_102,-5.2514,-85.1696,SRF,10.958600,,6.780498,10.958600,24.711900,,24.711900,34.910000,,34.910000,206.609400,,214.054870,206.609400,2086.256300
TARA_G100009647,TARA_102,-5.2686,-85.2480,DCM,14.209800,,16.996540,14.209800,21.440500,,21.440500,35.042900,,35.042900,131.412500,,153.945950,131.412500,2138.199000
TARA_G100009655,TARA_102,-5.2692,-85.2121,DCM,14.209800,,16.996540,14.209800,21.440500,,21.440500,35.042900,,35.042900,131.412500,,153.945950,131.412500,2138.199000
TARA_G100009827,TARA_111,-16.9486,-100.6715,MES,18.913500,,,18.913500,12.748900,,12.748900,34.830900,,34.830900,54.316500,,,54.316500,
TARA_G100009884,TARA_111,-16.9763,-100.6794,DCM,2.330800,,,2.330800,20.046900,,20.046900,35.876400,,35.876400,210.814200,,,210.814200,
TARA_G100009947,TARA_111,-16.9741,-100.6683,DCM,2.330800,,,2.330800,20.046900,,20.046900,35.876400,,35.876400,210.814200,,,210.814200,
TARA_G100010176,TARA_123,-8.8984,-140.3089,SRF,5.050600,,5.194036,5.050600,26.615300,,26.615300,35.523200,,35.523200,190.389400,,202.110460,190.389400,1993.451200
TARA_G100010231,TARA_122,-8.9748,-139.2091,DCM,7.421600,,,7.421600,26.209400,,26.209400,35.852000,,35.852000,178.464400,,,178.464400,
